Market,Dimension,Parameter Label,Parameter Value,Strategy,Ann. Return,Ann. Vol,Sharpe,Sortino,Max Drawdown,Calmar,VaR 95,CVaR 95,Avg Turnover,Obs,Gamma,MV CEQ Ann.,CRRA CE Ann.,Delta MV CEQ vs 60/40,Delta MV CEQ vs 1/N,Welfare Obs,Welfare Start,Welfare End,Common Obs,Common Start,Common End,Target Ann. Vol,Realized / Target Vol
EU,Notional Cap,10%,0.1,Direct Short Variance 5% Vol,0.0678122136100443,0.056855719238036985,1.1859715834566142,1.6062059908596817,-0.10996122393466923,0.6166920591056104,-0.024743440500115767,-0.045649768651575384,0.027006551171736306,170.0,5.0,0.05934783534811319,0.060419028935721375,0.0471451430524092,0.04436786634099272,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.05,1.1371143847607397
EU,Notional Cap,10%,0.1,Direct Short Variance 10% Vol,0.135973043259211,0.11371143847607397,1.1859715834566142,1.6062059908596817,-0.21360736588724494,0.6365559665717985,-0.04948688100023153,-0.09129953730315077,0.05401310234347261,170.0,5.0,0.10253280664585392,0.10191254887151358,0.09033011435014993,0.08755283763873345,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,1.1371143847607397
EU,Notional Cap,10%,0.1,Direct Short Variance 10% Vol (VRP > 0),0.13078430819374431,0.0969590268794511,1.3239358698465213,1.8912768988553412,-0.21360736588724505,0.6122649734034932,-0.036603067304811145,-0.07342976626315853,0.043876925419398465,170.0,5.0,0.10486490135759305,0.10672871500020986,0.09266220906188906,0.08988493235047257,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,0.9695902687945109
EU,Notional Cap,10%,0.1,Direct Short Variance 10% Vol (High VRP),0.06433288685606153,0.07644154643360092,0.8573140767359271,1.1709002548109357,-0.16942066701027925,0.37972278111830515,-0.013106418424765898,-0.05319161793953022,0.023289544125737277,170.0,5.0,0.050926138752088165,0.049832432919883596,0.038723446456384175,0.03594616974496769,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,0.7644154643360092
EU,Notional Cap,15%,0.15,Direct Short Variance 5% Vol,0.0678122136100443,0.056855719238036985,1.1859715834566142,1.6062059908596817,-0.10996122393466923,0.6166920591056104,-0.024743440500115767,-0.045649768651575384,0.027006551171736306,170.0,5.0,0.05934783534811319,0.060419028935721375,0.0471451430524092,0.04436786634099272,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.05,1.1371143847607397
EU,Notional Cap,15%,0.15,Direct Short Variance 10% Vol,0.135973043259211,0.11371143847607397,1.1859715834566142,1.6062059908596817,-0.21360736588724494,0.6365559665717985,-0.04948688100023153,-0.09129953730315077,0.05401310234347261,170.0,5.0,0.10253280664585392,0.10191254887151358,0.09033011435014993,0.08755283763873345,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,1.1371143847607397
EU,Notional Cap,15%,0.15,Direct Short Variance 10% Vol (VRP > 0),0.13078430819374431,0.0969590268794511,1.3239358698465213,1.8912768988553412,-0.21360736588724505,0.6122649734034932,-0.036603067304811145,-0.07342976626315853,0.043876925419398465,170.0,5.0,0.10486490135759305,0.10672871500020986,0.09266220906188906,0.08988493235047257,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,0.9695902687945109
EU,Notional Cap,15%,0.15,Direct Short Variance 10% Vol (High VRP),0.06433288685606153,0.07644154643360092,0.8573140767359271,1.1709002548109357,-0.16942066701027925,0.37972278111830515,-0.013106418424765898,-0.05319161793953022,0.023289544125737277,170.0,5.0,0.050926138752088165,0.049832432919883596,0.038723446456384175,0.03594616974496769,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,0.7644154643360092
EU,Notional Cap,25%,0.25,Direct Short Variance 5% Vol,0.0678122136100443,0.056855719238036985,1.1859715834566142,1.6062059908596817,-0.10996122393466923,0.6166920591056104,-0.024743440500115767,-0.045649768651575384,0.027006551171736306,170.0,5.0,0.05934783534811319,0.060419028935721375,0.0471451430524092,0.04436786634099272,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.05,1.1371143847607397
EU,Notional Cap,25%,0.25,Direct Short Variance 10% Vol,0.135973043259211,0.11371143847607397,1.1859715834566142,1.6062059908596817,-0.21360736588724494,0.6365559665717985,-0.04948688100023153,-0.09129953730315077,0.05401310234347261,170.0,5.0,0.10253280664585392,0.10191254887151358,0.09033011435014993,0.08755283763873345,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,1.1371143847607397
