date,signal_date,strategy,model,features,feature_count,stress_probability,predicted_stress,actual_stress,train_stress_rate,return_threshold,rv_threshold,equity_weight,bond_weight,turnover,gross_return,net_return,next_equity_return,next_realized_variance,train_obs,fit_status,error_message
2024-08-31,2024-07-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.30256233204597355,0,1,0.3472222222222222,-0.03475881945597476,0.04387045882602928,0.6184626007724159,0.3815373992275841,0.1110249683811646,0.012308955212959964,0.012197930244578799,0.0174514851578406,0.0442373180397184,72,fitted,
2024-09-30,2024-08-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.28127887844303806,0,0,0.3472222222222222,-0.032306726111160436,0.04419104100145964,0.6312326729341773,0.3687673270658227,0.025540144323522807,0.018383224054527074,0.01835768391020355,0.0220796000135119,0.0294735540155621,72,fitted,
2024-10-31,2024-09-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.3174178772851014,0,1,0.3472222222222222,-0.032306726111160436,0.04419104100145964,0.6095492736289392,0.3904507263710608,0.04336679861047621,-0.03190077245979861,-0.03194413925840909,-0.0473256377974545,0.0155706479483843,72,fitted,
2024-11-30,2024-10-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.48622788815089607,0,0,0.3472222222222222,-0.032306726111160436,0.04419104100145964,0.5082632671094623,0.49173673289053765,0.20257201303895367,0.007874851784817017,0.007672279771778064,-0.0048118809918411,0.0245069562831979,72,fitted,
2024-12-31,2024-11-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.378785461876892,0,0,0.3472222222222222,-0.032306726111160436,0.04419104100145964,0.5727287228738648,0.4272712771261352,0.12893091152880487,0.0026330942695184075,0.0025041633579896026,0.0135042636190316,0.010693677990989,72,fitted,
2025-01-31,2024-12-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.41555086904625566,0,0,0.3472222222222222,-0.03163232796162334,0.04419104100145964,0.5506694785722466,0.4493305214277534,0.044118488603236417,0.046972039356398015,0.04692792086779478,0.0857601843509285,0.0162919712780871,72,fitted,
2025-02-28,2025-01-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.37716214197764475,0,0,0.3472222222222222,-0.03163232796162334,0.04419104100145964,0.5737027148134132,0.4262972851865868,0.0460664724823332,0.022268329495329184,0.022222263022846852,0.0334167320094831,0.0177301603672758,72,fitted,
2025-03-31,2025-02-28,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.4659590895584654,0,1,0.3472222222222222,-0.03163232796162334,0.04419104100145964,0.5204245462649209,0.47957545373507915,0.10655633709698464,-0.028068665539634094,-0.028175221876731077,-0.0393792121601561,0.0370576582602548,72,fitted,
2025-04-30,2025-03-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.5039810789657115,1,1,0.3472222222222222,-0.032306726111160436,0.04419104100145964,0.4976113526205731,0.5023886473794269,0.0456263872886955,0.00040192818466731027,0.00035630179737861474,-0.0167994222186621,0.1355346752673605,72,fitted,
2025-05-31,2025-04-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.5222327436840788,1,0,0.3472222222222222,-0.032306726111160436,0.044859099939723764,0.48666035378955275,0.5133396462104473,0.021901997662040706,0.020164759408358827,0.020142857410696786,0.0399924073613395,0.0199445806930615,72,fitted,
